연월,공급업체명,공급업체유형,계약내역,계약유형
2023-12,(주)포미트,중소기업,메타-LEARNING 新전자교안 구축 용역,용역
2023-12,주식회사 비젼에이디,중소기업,서울본부 안전유해개소 개선공사,공사
2023-06,타임시스템(주),중소기업,복합기 관리서버 교체 구매,구매
2023-11,더블유에이테크놀러지(주),중소기업,유찰수의공고_발전운전정보시스템 연계용 일방향 전송장치 구매,구매
2023-10,(주)인코어드테크놀로지스,중소기업,재생에너지 중개거래 홍보용 서비스 개발,용역
2023-03,이즈파크,중소기업,성과관리시스템 재구축 용역,용역
2023-12,(유)동양전기이엔지,중소기업,2023년 발전위탁 09월 기성고,공사
2023-10,태건에스앤아이(주),중소기업,유찰수의공고_ICT인프라 보강 자재(H/W) 구매,구매
2023-10,제이아이홀딩스(주),중소기업,2023년도 석탄취급설비 분진방폭 LED 개선공사,공사
2023-05,대양롤랜트(주),중소기업,"2023년도 석탄취급설비 Roller 단가계약(4월말, 대양롤랜트)",구매
2023-05,(주)유진이앤지,중소기업,2022년 사옥 및 부대건물 전기설비 영선공사,공사
2023-07,한국씰마스타(주),중소기업,3발전소 BFP MECHANICAL SEAL 반출정비 단가계약,공사
2023-06,나노이엔지,중소기업,TBN ROTOR TURNING STAND 구매에 의한 구매,구매
2023-08,주식회사 에이티지,중소기업,복합 1호기 가스터빈 스마트 화재 감시 시스템 구축(현장설치도),구매
2023-12,수림조경건설(주),중소기업,2023년 보령발전본부 조경관리공사,공사
2023-06,(주) 라우텍,중소기업,하역기계설비 우레탄 벨트클리너 제작구매/C23P-기술27-00,구매
2023-08,고려공업검사(주),중소기업,기성고 지불의뢰(#6 BLR 비파괴),공사
2023-06,주식회사 인강,중소기업,신보령 가드 내장형 3D SYSTEM 그레이팅 구매(현장설치도),구매
2023-05,(주)솔지,중소기업,가스터빈 오일정유기 구매,구매
2023-03,(주)사카펜코리아,중소기업,(긴급)제3호기 탈황 OH용 GGH REHEATER TUBE 보수용 코팅,구매
2023-05,대영기계공업(주),중소기업,신보령 탈황설비 GGH SOOT BLOWER LANCE TUBE 구매,구매
2023-01,티에스테크(주),중소기업,2022년 발전소 및 사택 영선공사,공사
2023-12,유창기계공업(주),중소기업,3발전소 비회처리계통 BLOWER 및 정비용 자재 구매,구매
2023-06,에이원파워 주식회사,중소기업,"석탄취급설비 제1,2부두 하역기 조도 개선 긴급공사(선착공)",공사
2023-05,(주)태화기전,중소기업,신서천발전본부 단신부임자사택 소방기계공사,공사
2023-05,대운상사,중소기업,3차_윤활유_연간단가,구매
2023-12,(주)씨에프아이,중소기업,제어시스템 자산 가시화 및 위협탐지 시스템 구매,구매
2023-08,지이파워서비스코리아 주식회사,중소기업,제주발전본부 제2발전소 주제어시스템(MARKVIE) 정비예비품 구매,구매
2023-11,에스엠에이치(주),중소기업,석탄취급설비 SR-E 긴급복구 관련 자재 구매,구매
2023-09,수림조경건설(주),중소기업,2023년 보령발전본부 조경관리공사,공사
2023-09,주식회사 명신,중소기업,보령발전본부 제2발전소 TM회의실 환경개선공사,공사
2023-09,(주)한진필터,중소기업,인천복합 3호기 AIR INTAKE FILTER 구매,구매
2023-06,첨단기공(주),중소기업,"제1,2부두 연속식하역기 CHAIN GUIDE ROLLER 등 4종 제작구매/C23P-기술36-00",구매
2023-08,우남전력주식회사,중소기업,2023년 사옥 및 부대건물 전기설비 영선공사,공사
2023-10,코에원텍,중소기업,복합발전소 HRSG 탈부착식 보온재 구매,구매
2023-07,(주)아이오테크,중소기업,보령항 항계밖 항로 수로측량 용역,용역
2023-07,SJ컨설팅,중소기업,복합1호기 계획예방정비공사 정비용 장기자재 구매,구매
2023-11,에이블이엔씨 주식회사,중소기업,스마트 모바일 영상관제설비 구매,구매
2023-11,(주)에네스지,중소기업,증기터빈 3호기 유압 구동밸브 액추에이터 반출정비,공사
2023-07,(주)삼공사,중소기업,"3,6호기 SLP AREA 전기방식 전극 교체 공사,C23P-공(2)21-00",공사
2023-11,케이이씨,중소기업,석탄취급설비 BB-02A/B 밀폐형 CHUTE 설치조건부 구매,구매
2023-12,주식회사 경원알미늄,중소기업,단신부임자 사택 신축 사급자재(알루미늄 단열창호) 구매,구매
2023-12,주식회사 포딕스시스템,중소기업,CCTV 스토리지 보강 대금(12.20.),구매
2023-06,케이엘디,중소기업,신사옥 전광판 교체,구매
2023-06,볼필터코리아 주식회사,중소기업,내연1호기 AUTO FILTER 자재(설치조건부) 구매,구매
2023-02,한성중공업(주),중소기업,MCWP 고압전동기 재권선 반철정비 긴급공사(선착공)(C22P-공(계전)23-00),공사
2023-05,(주) 케이티엠,중소기업,신보령 제1호기 보일러 PLATEN SH METAL TC 설치공사,공사
2023-06,(주)엘케이일레븐,중소기업,본부 통합 EMS-RTU 구축,구매
2023-12,(주)제스엔지니어링,중소기업,복합 2호기 CTCS 기술개발제품 제작구매(현장설치도),구매
2023-01,보령해운개발(주),중소기업,매립석탄재 운반 및 재활용 12월 기성고 지급,용역
2023-11,주식회사 진보,중소기업,2023년 사택 기계설비 영선공사,공사
2023-04,에이원종합건설주식회사,중소기업,2022년 사택 영선공사,공사
2023-01,(주)근원,중소기업,"7,8호기 COAL NOZZLE TIP WC CLADDING 제작구매",구매
2023-12,미래아이티㈜,중소기업,ON-LINE 안전서류 관리시스템 구축 용역,용역
2023-10,(주)씨드젠,중소기업,정보보호 및 개인정보보호 관리체계 강화 컨설팅 용역,용역
2023-07,강우기업(주),중소기업,2023년 신보령 고압밸브 단가,공사
2023-09,용광전기,중소기업,내연 2호기 계획예방정비공사 제어분야 정비용 자재 구매,구매
2023-03,토틀테크,중소기업,신보령 저회처리설비 정비용 자재 구매,구매
2023-06,주식회사 한빛산업,중소기업,23년도 서울복합 1호기 GT 유압ACTUATOR 반출정비용역,용역
2023-12,에스엠에이치(주),중소기업,"CSU-3A CENTRAL HEAD CHUTE 및 BOOM CHUTE#2,3 설치조건부 구매",구매
2023-06,원일건설 주식회사,중소기업,2023년 발전소 기계설비 영선공사,공사
2023-02,(주)대신폴리텍,중소기업,1호기 O/H 석탄취급설비 마모취약개소 정비용 자재 구매,구매
2023-06,(주)씨에이에스,중소기업,정보보호 및 개인정보보호 관리체계 강화 컨설팅 용역,용역
2023-08,비오비,중소기업,단가자재_2023년 서울본부 탈질용 요소수(40%)_5100047834,구매
2023-06,제이에스티앤랩,중소기업,(유찰수의)신보령 제1호기 보일러 유압밸브 제어기기 정밀점검 공사,공사
2023-02,(주)렉터슨,중소기업,신보령 1호기 BTLD 채널 증설 자재 구매,구매
2023-06,우리정보,중소기업,주항저수지구간 도로 통신공사,공사
2023-12,(주)성일터빈,중소기업,가스터빈 EV FRONT SEGMENT 국산화품 제작구매/C23P-복합65-00,구매
2023-12,(주)히타치에너지코리아,중소기업,보령복합 보호계전기 구매/C23P-복합27-00,구매
2023-04,볼트테크파워볼팅,중소기업,인천발전본부 STM TBN BOLT 가열용 유도가열기 제작구매,구매
2023-12,(주)현우이앤에스,중소기업,5호기 순환수관 코팅 단가공사,공사
2023-03,거명파워(주),중소기업,22-현장-18 1차 협약금(거명파워),구매
2023-05,(주)하늘기업,중소기업,8호기 미분기 ROLL TIRE 반출정비,공사
2023-11,(주)비츠로이에스,중소기업,신보령 11KV 차단기 구매(현장설치도),구매
2023-12,신한전설(주),중소기업,2023년 발전위탁 09월 기성고,공사
2023-06,고려공업검사(주),중소기업,제3호기 터빈계통 비파괴검사,공사
2023-05,차근차근,중소기업,3호기 비상 직류전원계통 제어용(125V) 축전지 제작구매(현장설치도),구매
2023-08,유일테크(주),중소기업,7호기 미분기 ROLL TIRE 반출정비,공사
2023-03,디에스테크,중소기업,기력 2호기 계획예방정비공사 제어설비 자재 구매,구매
2023-08,한일종합기계(주),중소기업,고성능 BELT CLEANER 구매_조달,구매
2023-04,대정건설(주),중소기업,2022년 신보령발전본부 영선공사,공사
2023-12,트윈테크,중소기업,제2발전소 제어분야 정비예비품 정수 보충용 자재 구매,구매
2023-01,유호전기공업(주),중소기업,제3`6호기 석회석 이송계통 전동기제어반 제작구매,구매
2023-12,주식회사 이엠코,중소기업,HRSG 산화철 집진필터 제작 구매,구매
2023-05,백암산업,중소기업,서울복합 1호기 계획예방정비공사 정비용 장기자재 구매,구매
2023-04,혜브미,중소기업,복합 1호기 계획예방정비공사 정비용 단기자재 구매,구매
2023-09,주식회사 강우,중소기업,2022년 사업장폐기물 위탁처리용역 단가계약,용역
2023-04,케이티엠엔지니어링(,중소기업,20 현장기술개발과제 최종정산(케이티엠),구매
2023-07,(주)동연중공업,중소기업,3~6호기 석탄취급설비 석탄선별기 CHUTE 교체공사,공사
2023-11,유호전기공업(주),중소기업,세종발전본부 급전자동화 원격소 설비(EMS-RTU) 구매,구매
2023-04,주식회사 동원에이에이취이,중소기업,제주발전본부 기력 2호기 공기예열기(GAH) 열소자 구매(설치조건부),구매
2023-06,디와이웰텍(주),중소기업,단가공사 대금지불 요청(2회),공사
2023-03,서흥MCO,중소기업,복합1호기 HRSG HP DRUM MOV 외 2종 제작구매,구매
2023-05,(주)한국코팅,중소기업,신보령 보일러 튜브 내침식 코팅제 구매,구매
2023-05,고려공업검사(주),중소기업,2023년 신보령 터빈설비 와전류탐상시험(ECT) 용역,용역
2023-06,(주)피에스텍,중소기업,기력2호기 전기집진기용 고주파변압기 구매,구매
2023-09,주식회사 자람앤수엔지니어링,중소기업,인천 아시아드경기장 태양광 발전설비 구입(설치조건부) 공사감리용역,용역
2023-09,(주)삼호엔지니어링,중소기업,(긴급)보령발전본부 제 1부두 소방설비 설치공사,공사
2023-06,(주)나일프렌트,중소기업,2023년 서울복합 1호기 제어설비 계획예방정비공사,공사
2023-07,(주)거산지엔에스,중소기업,"2022년도 보령발전본부 소방 및 위험물 시설관리 위탁용역,C22P-용(경)07-00",용역
2023-10,나무가,중소기업,제5호기 계획예방정비용 일반자재구매,구매
2023-03,(주)대도계기,중소기업,신보령 1호기 COAL FEEDER 계획예방정비공사용 제어자재 구매,구매
2023-04,백보산업(주),중소기업,2022년도 발전소 토목 영선공사,공사
2023-12,국제텔레시스(주),중소기업,단신부임자사택 신축 통신공사 통합배선반설비 구매,구매
2023-04,김재익(제이엘트레이딩),중소기업,"2023년도 제3, 6호기 보일러분야 계획예방정비용 일반자재 구매",구매
2023-06,(주)근원,중소기업,3발전소 DC ROTOR 제작구매,구매
2023-12,대산플랜트,중소기업,"복합 1호기 GT#1, ST#1 발전기 회전자 반출 정비",공사
2023-07,(주)한종이엔지,중소기업,"2023년도 복합발전소 공용설비 터보냉동기 보강공사,C23P-공(복)18-00",공사
2023-09,고려공업검사(주),중소기업,기성고 지불 요청,공사
2023-05,(주)핀포인트,중소기업,하역기계설비 CHUTE LINER 제작구매/C23P-기술19-00,구매
2023-12,지투파워㈜,중소기업,사택신축 수배전반 구매,구매
2023-07,제넥스엔지니어링(주),중소기업,복합 1호기 계획예방정비 도급공사,공사
2023-06,코에원텍,중소기업,석탄취급설비 소방설비 탈착식 보온재 구매/C23P-기술42-00,구매
2023-12,(주)하이텍산업개발,중소기업,복합 SLP TWS HEAD SECTION 제작구매,구매
2023-05,(주)한국이앤씨,중소기업,2021~22년 대기오염물질 자가측정 위탁용역,용역
2023-09,종합건축사사무소 제이엠,중소기업,신복합 1호기 신축부지 지장물 해체공사 감리용역,용역
2023-10,주식회사 대명일레콤,중소기업,여수 EXPO 태양광 인버터 구매(설치조건부),구매
2023-07,에스에스 이엔지,중소기업,2023년 Governing Valve 단가,공사
2023-05,주식회사 볼팅코리아,중소기업,1호기 가스터빈 B급 계획예방정비공사 특수공구 제작구매,구매
2023-05,(주)에스비티글로벌,중소기업,유찰수의공고_출자회사관리시스템 구축 용역,용역
2023-03,(주)피제이케이,중소기업,22-현장-23 1차 협약금(피제이케이),구매
2023-06,(주)거산지엔에스,중소기업,"2022년도 보령발전본부 소방 및 위험물 시설관리 위탁용역,C22P-용(경)07-00",용역
2023-11,예스이앤씨주식회사,중소기업,통합환경허가 변경관리 지원용역,용역
2023-05,(주)렉터슨,중소기업,신보령1 호기 BTLD 증설공사,공사
2023-08,대진전력 주식회사,중소기업,"제2발전소 CONTROL BUILDING 냉동기 보강공사,C23P-공(2)37-00",공사
2023-06,세진밸브공업(주),중소기업,증기터빈 3호기 CWP DISCH` VALVE 제작 구매,구매
2023-06,에스엠에이치(주),중소기업,제3부두 연속식하역기 SPROCKET 제작구매/C23P-기술17-00,구매
2023-03,태양컴퍼니,중소기업,"제7,8호기 계획예방정비공사 전기분야 일반자재 구매",구매
2023-05,(주)엑타,중소기업,GT LUBE OIL COOLER 전열판 구매(현장설치도)(C23P-구매(기계)01-00),구매
2023-12,대림기업(주),중소기업,탈황 흡수탑 재순환펌프(ARP) 정비자재 구,구매
